"User-ID";"Location";"Age"
"254206";"tucson, arizona, usa";"31"
"254288";"minneapolis, minnesota, usa";"23"
"254405";"nanticoke, pennsylvania, usa";"33"
"254465";"maryville, tennessee, usa";"22"
"254485";"mt. juliet, tennessee, usa";NULL
"254754";"seattle, washington, usa";"28"
"254779";"hialeah, florida, usa";"50"
"254899";"browns mills, new jersey, usa";"54"
"254910";"newport beach, california, usa";"51"
"255078";"pewaukee, wisconsin, usa";"49"
"255218";"anaheim, california, usa";"46"
"255331";"eversley.          hampshire, england, united kingdom";"70"
"255372";"knoxville, tennessee, usa";NULL
"255489";"sherman oaks, california, usa";NULL
"255719";"columbus, ohio, usa";"30"
"255846";"paris, paris, france";"21"
"256220";"denver, colorado, usa";"33"
"256224";"fremont, california, usa";"25"
"256247";"sydney, new south wales, australia";"35"
"256402";"huntsville, alabama, usa";"34"
"256407";"florissant, missouri, usa";"58"
"256648";"west point, new york, usa";NULL
"256729";"somerset, kentucky, usa";"29"
"257204";"akron, ohio, usa";"32"
"257493";"knoxville, tennessee, usa";"25"
"257651";"frankfort, indiana, usa";NULL
"258152";"calgary, alberta, canada";"29"
"258185";"livermore, maine, usa";"37"
"258240";"clarinda, iowa, usa";"41"
"258270";"fpo, ap, okinawa, japan";NULL
"258352";"jackson, michigan, usa";NULL
"258459";"manakin sabot, virginia, usa";NULL
"258690";"calgary, alberta, canada";NULL
"258842";"baltimore, maryland, usa";"28"
"258938";"los angeles, california, usa";"27"
"259006";"saginaw, michigan, usa";"28"
"259078";"fairbanks, alaska, usa";"49"
"259114";"modesto, california, usa";"55"
"259152";"elizabeth, new jersey, usa";NULL
"259232";"las vegas, nevada, usa";NULL
"259234";"seattle, washington, usa";NULL
"259259";"woodruff, south carolina, usa";"30"
"259260";"fair haven, michigan, usa";"56"
"259264";"molalla, ,";"45"
"259388";"oakland, california, usa";NULL
"259430";"mission, texas, usa";"24"
"259466";"boise, idaho, usa";NULL
"259622";"houston, texas, usa";NULL
"259625";"meridian, texas, usa";NULL
"259629";"carrollton, texas, usa";"51"
"259734";"hillsboro, oregon, usa";"29"
"259856";"mcminnville, oregon, usa";NULL
"259901";"thompson, manitoba, canada";NULL
"260202";"london, n/a, united kingdom";NULL
"260324";"goteborg, n/a, sweden";"31"
"260498";"saskatoon, saskatchewan, canada";NULL
"260897";"chicago, illinois, usa";"25"
"260944";"stratford, connecticut, usa";NULL
"260967";"ewa beach, hawaii, usa";NULL
"261561";"saskatoon, saskatchewan, canada";"31"
"261829";"fpo, ap, usa";"32"
"262347";"torrance, california, usa";NULL
"262399";"glen allen, virginia, usa";"48"
"262576";"las vegas, nevada, usa";"49"
"262607";"newington, connecticut, usa";"32"
"263325";"fredericton, new brunswick, canada";"27"
"263326";"austin, texas, usa";"29"
"264082";"irving, texas, usa";"42"
"264085";"barreiro, barreiro, portugal";"24"
"264137";"olympia, washington, usa";NULL
"264317";"portela de sacav�m, loures, portugal";"25"
"264321";"toronto, ontario, canada";"33"
"264873";"tucson, arizona, usa";"72"
"265083";"brooklyn, new york, usa";"25"
"265115";"vista, california, usa";NULL
"265313";"morrisville, north carolina, usa";"33"
"265383";"awendaw, south carolina, usa";NULL
"265498";"sandy, utah, usa";"24"
"265571";"east windsor, connecticut, usa";"15"
"265607";"west sacramento, california, usa";"31"
"265656";"chicago heights, illinois, usa";"41"
"265834";"madrid, madrid, spain";"51"
"266054";"cordova, tennessee, usa";"36"
"266176";"caldwell, idaho, usa";"0"
"266226";"new york, new york, usa";NULL
"266580";"wexford, n/a, ireland";NULL
"266753";"oakland, california, usa";NULL
"266796";"middletown, connecticut, usa";NULL
"266865";"reston, virginia, usa";"33"
"266892";"labelle, florida, usa";"39"
"267033";"tucson, arizona, usa";NULL
"267061";"cedar rapids, iowa, usa";NULL
"267164";"fredericton, new brunswick, canada";"23"
"267354";"oakdale, minnesota, usa";"40"
"267356";"santa cruz, california, usa";NULL
"267529";"pearland, texas, usa";NULL
"267545";"seattle, washington, usa";"30"
"267549";"olympia, washington, usa";"34"
"267635";"bartlesville, oklahoma, usa";"69"
"267809";"etobicoke, ontario, canada";NULL
"268032";"sunnyvale, california, usa";"34"
"268110";"westerville, ohio, usa";NULL
"268156";"chilliwack, british columbia, canada";"60"
"268300";"halifax, nova scotia, canada";"25"
"268330";"miami, florida, usa";"23"
"269011";"peterborough, ontario, canada";"21"
"269217";"stockton, california, usa";NULL
"269308";"hayward, california, usa";"52"
"269566";"seattle, washington, usa";"9"
"269719";"jacksonville, north carolina, usa";"33"
"269738";"houston, texas, usa";"29"
"270264";"hope mills, north carolina, usa";"42"
"270554";"fredericton, new brunswick, canada";NULL
"270605";"bourbonnais, illinois, usa";NULL
"270713";"toronto, ontario, canada";"27"
"270897";"reno, ,";"29"
"271195";"elsmere, kentucky, usa";"39"
"271284";"alexandria, virginia, usa";"50"
"271448";"ona, west virginia, usa";"27"
"271491";"teaneck, new jersey, usa";"50"
"271531";"wenonah, new jersey, usa";"32"
"271558";"henderson, nevada, usa";"35"
"271844";"elfin forest, ,";"93"
"272077";"elmhurst, illinois, usa";"23"
"272098";"lethbridge, alberta, canada";"22"
"272225";"morecambe, england, united kingdom";"49"
"272626";"wilmington, north carolina, usa";"34"
"273110";"arco, ,";"51"
"273113";"topeka, kansas, usa";"18"
"273140";"huntingdon, pennsylvania, usa";NULL
"273252";"santa ana, california, usa";NULL
"273328";"melbourne, victoria, italy";"47"
"273420";"tallahassee, florida, usa";"62"
"273976";"saratoga, california, usa";"20"
"274061";"gahanna/columbus, ohio, usa";"26"
"274292";"newton abbot, england, united kingdom";NULL
"274301";"frankston, victoria, australia";"41"
"274308";"delray beach, florida, usa";"33"
"274380";"cincinnati, ohio, usa";"21"
"274512";"houston, texas, usa";"46"
"274549";"san diego, california, usa";NULL
"274609";"jacksonville, illinois, usa";"25"
"274979";"albuquerque, new mexico, usa";"62"
"275020";"new york, new york, usa";NULL
"275154";"san diego, california, usa";NULL
"275357";"charlotte, north carolina, usa";"38"
"275439";"lincoln city, oregon, usa";NULL
"275520";"plainfield, illinois, usa";"25"
"275677";"toronto, ontario, canada";"27"
"275936";"medway, massachusetts, usa";"22"
"275970";"pittsburgh, pennsylvania, usa";"46"
"275994";"rome, new york, usa";"49"
"276071";"littleton, colorado, usa";"27"
"276247";"vancouver, british columbia, canada";"23"
"277427";"gilbert, arizona, usa";"48"
"277623";"alamosa, co, usa";"54"
"277639";"forsyth, montana, usa";"48"
"278119";"cincinnati, ohio, usa";"50"
"278172";"burnaby, british columbia, canada";NULL
"278188";"lake george, new york, usa";"34"
"278418";"omaha, nebraska, usa";NULL
